proxy_start hostname=ganymede http=0.0.0.0:30143 registry=0.0.0.0:31143
registry_add role=decode http=10.1.0.3:33143 zmq=10.1.0.3:34143
registry_add role=prefill http=10.1.0.6:32143 zmq=10.1.0.6:34143
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=134 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_0a82806ace1441f5a07e3d257434ae73 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=135 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_f701319791e4405fa11c645800b40743 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=136 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_e9a598e3591d4224b2a477a5900bb67b prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=137 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_856964472cbf40f7a1ac66cf54c82674 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=138 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_b1d0a80b9e6a4dad9e2bd06835d93450 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=139 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_7e5d8d3e29634edd92e220d310ea2a20 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=140 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_a635e9d320344322a6000db2a652ed65 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=141 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_acbd4f67a9df4ddcbb4398c13a99cb9d prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=142 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_832e4aa73ebd4f14b1620dda065a75e0 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=143 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_76b07db382a4499baf8bd92d94287099 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=144 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_b03a54b4708d47d7b93213293bc185a2 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=145 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_060e76a4b53f42f19ad39aa46cab4799 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=146 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_0898def948604262954777e183af12e0 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=147 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_b7cd32c7c9154ed18c9603934a78e477 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=148 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_2044dfce3a764f4f832ebaf35ded96c2 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=149 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_d174560844084842b9b1cfab415d08ce prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
route count=150 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_7d30def7e1fc42fcbd0571762f011d8a prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=151 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_ac9ab6df9e704ae2b8cdd64f0f95ed3b prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=152 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_ba6c86dd8f934cd0a66b994462c092a2 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=153 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_6c49dd0665054cffb3328f69931a8cd9 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=154 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_b97d96eb5d82492caf96985de6d1fd33 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=155 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_0948f504189d4e3cb283c911d0ef4d16 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=156 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_4f9331e9deea4f09aa8045490b1e0253 prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 91, in forward_request
    raise RuntimeError(f"upstream status={response.status} url={url} body={body}")
RuntimeError: upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
route count=157 request_id=___prefill_addr_10.1.0.6:34143___decode_addr_10.1.0.3:34143_7e26894028994e3eadc2e12db6a5c5aa prefill_http=10.1.0.6:32143 decode_http=10.1.0.3:33143
proxy_error type=RuntimeError error=upstream status=400 url=http://10.1.0.6:32143/v1/completions body={"error":{"message":"This model's maximum context length is 4095 tokens. However, your request has 4096 input tokens. Please reduce the length of the input messages. (parameter=input_tokens, value=4096)","type":"BadRequestError","param":"input_tokens","code":400}}
Traceback (most recent call last):
  File "/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260722-161842-luqia-vllm-scheduler-saturation-gate/pd_proxy.py", line 159, in handle_request
    async for _ in forward_request(
